new,trove_match,method,bundle
FDA-CBER-2022-5812-0508989-0509004_27034_S146_M5_c4591001-subject-list-for-12-25-immuno-analysis-27jan2021.xls,FDA-CBER-2022-5812-0508989-0509004_27034_S146_M5_c4591001-subject-list-for.xls,bates+trunc,Pfizer_BioNTech_Comirnaty_12-15_COVID_Vaccine_Related_Records_-_FOIA.zip
FDA-CBER-2022-5812-0509051-0509087_27034_S155_M1_hcp-fact-1450-7-1a-pi-lab-1457-7-1a-clean.docx,FDA-CBER-2022-5812-0509051-0509087_27034_S155_M1_hcp-fact-1450-7-1a-pi-la.docx,bates+trunc,Pfizer_BioNTech_Comirnaty_12-15_COVID_Vaccine_Related_Records_-_FOIA.zip
FDA-CBER-2022-5812-0509125-0509161_27034_S155_M1_hcp-fact-1450-7-1a-pi-lab-1457-7-1a-track.docx,FDA-CBER-2022-5812-0509125-0509161_27034_S155_M1_hcp-fact-1450-7-1a-pi-la.docx,bates+trunc,Pfizer_BioNTech_Comirnaty_12-15_COVID_Vaccine_Related_Records_-_FOIA.zip
FDA-CBER-2022-5812-0509230-0509266_27034_S161_M1_hcp-fact-1450-7-1a-pi-lab-1457-7-3a-clean.docx,FDA-CBER-2022-5812-0509230-0509266_27034_S161_M1_hcp-fact-1450-7-1a-pi-la.docx,bates+trunc,Pfizer_BioNTech_Comirnaty_12-15_COVID_Vaccine_Related_Records_-_FOIA.zip
FDA-CBER-2022-5812-0509304-0509340_27034_S161_M1_hcp-fact-1450-7-1a-pi-lab-1457-7-3a-track.docx,FDA-CBER-2022-5812-0509304-0509340_27034_S161_M1_hcp-fact-1450-7-1a-pi-la.docx,bates+trunc,Pfizer_BioNTech_Comirnaty_12-15_COVID_Vaccine_Related_Records_-_FOIA.zip
FDA-CBER-2022-5812-0509489-0509495_27034_S168_M1_fact-sheet-recipients-lab-1451-4-2a-clean.docx,FDA-CBER-2022-5812-0509489-0509495_27034_S168_M1_fact-sheet-recipients-la.docx,bates+trunc,Pfizer_BioNTech_Comirnaty_12-15_COVID_Vaccine_Related_Records_-_FOIA.zip
FDA-CBER-2022-5812-0509503-0509509_27034_S168_M1_fact-sheet-recipients-lab-1451-4-2a-track.docx,FDA-CBER-2022-5812-0509503-0509509_27034_S168_M1_fact-sheet-recipients-la.docx,bates+trunc,Pfizer_BioNTech_Comirnaty_12-15_COVID_Vaccine_Related_Records_-_FOIA.zip
FDA-CBER-2022-5812-0509510-0509546_27034_S168_M1_hcp-fact-1450-7-2a-pi-lab-1457-7-4a-clean.docx,FDA-CBER-2022-5812-0509510-0509546_27034_S168_M1_hcp-fact-1450-7-2a-pi-la.docx,bates+trunc,Pfizer_BioNTech_Comirnaty_12-15_COVID_Vaccine_Related_Records_-_FOIA.zip
FDA-CBER-2022-5812-0509584-0509620_27034_S168_M1_hcp-fact-1450-7-2a-pi-lab-1457-7-4a-track.docx,FDA-CBER-2022-5812-0509584-0509620_27034_S168_M1_hcp-fact-1450-7-2a-pi-la.docx,bates+trunc,Pfizer_BioNTech_Comirnaty_12-15_COVID_Vaccine_Related_Records_-_FOIA.zip
FDA-CBER-2022-5812-0509623-0509659_27034_S170_M1_hcp-fact-1450-8-0-pi-lab-1457-8-0.docx,FDA-CBER-2022-5812-0509623-0509659_27034_S170_M1_hcp-fact-1450-8-0-pi-lab.docx,bates+trunc,Pfizer_BioNTech_Comirnaty_12-15_COVID_Vaccine_Related_Records_-_FOIA.zip
FDA-CBER-2022-5812-0509727-0509733_27034_S170_M1_fact-sheet-recipients-lab-1451-5-0-clean.docx,FDA-CBER-2022-5812-0509727-0509733_27034_S170_M1_fact-sheet-recipients-la.docx,bates+trunc,Pfizer_BioNTech_Comirnaty_12-15_COVID_Vaccine_Related_Records_-_FOIA.zip
FDA-CBER-2022-5812-0516068-0516133_27034_S135_M5_c4591001-508-compliant-tables-12-15.docx,FDA-CBER-2022-5812-0516068-0516133_27034_S135_M5_c4591001-508-compliant-t.docx,bates+trunc,Pfizer_BioNTech_Comirnaty_12-15_COVID_Vaccine_Related_Records_-_FOIA.zip
FDA-CBER-2022-5812-0738841 - 0739772_27034_S135_M5_c4591001_A_D_adae.xpt,FDA-CBER-2022-5812-0738841 - 0739772_27034_S135_M5_c4591001_A_D_a.xpt,bates+trunc,Pfizer_BioNTech_Comirnaty_12-15_COVID_Vaccine_Related_Records_-_FOIA.zip
FDA-CBER-2022-5812-0739773 - 0793497_27034_S135_M5_c4591001_A_D_adc19ef.xpt,FDA-CBER-2022-5812-0739773 - 0793497_27034_S135_M5_c4591001_A_D_a.xpt,bates+trunc,Pfizer_BioNTech_Comirnaty_12-15_COVID_Vaccine_Related_Records_-_FOIA.zip
FDA-CBER-2022-5812-0793498 - 0800271_27034_S135_M5_c4591001_A_D_adcevd.xpt,FDA-CBER-2022-5812-0793498 - 0800271_27034_S135_M5_c4591001_A_D_a.xpt,bates+trunc,Pfizer_BioNTech_Comirnaty_12-15_COVID_Vaccine_Related_Records_-_FOIA.zip
FDA-CBER-2022-5812-0800272 - 0800769_27034_S135_M5_c4591001_A_D_adcm.xpt,FDA-CBER-2022-5812-0800272 - 0800769_27034_S135_M5_c4591001_A_D_a.xpt,bates+trunc,Pfizer_BioNTech_Comirnaty_12-15_COVID_Vaccine_Related_Records_-_FOIA.zip
FDA-CBER-2022-5812-0800770 - 0803847_27034_S135_M5_c4591001_A_D_adds.xpt,FDA-CBER-2022-5812-0800770 - 0803847_27034_S135_M5_c4591001_A_D_a.xpt,bates+trunc,Pfizer_BioNTech_Comirnaty_12-15_COVID_Vaccine_Related_Records_-_FOIA.zip
FDA-CBER-2022-5812-0803848 - 0804774_27034_S135_M5_c4591001_A_D_addv.xpt,FDA-CBER-2022-5812-0803848 - 0804774_27034_S135_M5_c4591001_A_D_a.xpt,bates+trunc,Pfizer_BioNTech_Comirnaty_12-15_COVID_Vaccine_Related_Records_-_FOIA.zip
FDA-CBER-2022-5812-0804775 - 0861241_27034_S135_M5_c4591001_A_D_adfacevd.xpt,FDA-CBER-2022-5812-0804775 - 0861241_27034_S135_M5_c4591001_A_D_a.xpt,bates+trunc,Pfizer_BioNTech_Comirnaty_12-15_COVID_Vaccine_Related_Records_-_FOIA.zip
FDA-CBER-2022-5812-0861242 - 0866166_27034_S135_M5_c4591001_A_D_admh.xpt,FDA-CBER-2022-5812-0861242 - 0866166_27034_S135_M5_c4591001_A_D_a.xpt,bates+trunc,Pfizer_BioNTech_Comirnaty_12-15_COVID_Vaccine_Related_Records_-_FOIA.zip
FDA-CBER-2022-5812-0866167 - 0867368_27034_S135_M5_c4591001_A_D_adsl.xpt,FDA-CBER-2022-5812-0866167 - 0867368_27034_S135_M5_c4591001_A_D_a.xpt,bates+trunc,Pfizer_BioNTech_Comirnaty_12-15_COVID_Vaccine_Related_Records_-_FOIA.zip
FDA-CBER-2022-5812-0867369 - 0875578_27034_S135_M5_c4591001_A_D_adsympt.xpt,FDA-CBER-2022-5812-0867369 - 0875578_27034_S135_M5_c4591001_A_D_a.xpt,bates+trunc,Pfizer_BioNTech_Comirnaty_12-15_COVID_Vaccine_Related_Records_-_FOIA.zip
FDA-CBER-2022-5812-0875579 - 0878437_27034_S135_M5_c4591001_A_D_adva.xpt,FDA-CBER-2022-5812-0875579 - 0878437_27034_S135_M5_c4591001_A_D_a.xpt,bates+trunc,Pfizer_BioNTech_Comirnaty_12-15_COVID_Vaccine_Related_Records_-_FOIA.zip
FDA-CBER-2022-5812-0886758 - 0940210_27034_S135_M5_c4591001_S_D_face.xpt,FDA-CBER-2022-5812-0886758 - 0940210_27034_S135_M5_c4591001_S_D_f.xpt,bates+trunc,Pfizer_BioNTech_Comirnaty_12-15_COVID_Vaccine_Related_Records_-_FOIA.zip
